Date,Close Price
4/24/2011,1.63
4/25/2011,1.56
4/26/2011,1.79
4/27/2011,1.9
4/28/2011,2.21
4/29/2011,2.88
4/30/2011,3.5
5/1/2011,3.03
5/2/2011,3.2
5/3/2011,3.41
5/4/2011,3.41
5/5/2011,3.33
5/6/2011,3.45
5/7/2011,3.64
5/8/2011,3.87
5/9/2011,3.8
5/10/2011,5.81
5/11/2011,5.5
5/12/2011,6.3
5/13/2011,8.2
5/14/2011,7.2
5/15/2011,6.99
5/16/2011,8.03
5/17/2011,7.19
5/18/2011,6.88
5/19/2011,6.8
5/20/2011,5.59
5/21/2011,6.12
5/22/2011,6.69
5/23/2011,7.15
5/24/2011,7.42
5/25/2011,8.4
5/26/2011,8.8
5/27/2011,8.5
5/28/2011,8.3
5/29/2011,8.43
5/30/2011,8.8
5/31/2011,8.74
6/1/2011,9.57
6/2/2011,10.6
6/3/2011,14.29
6/4/2011,18.89
6/5/2011,16.7
6/6/2011,18.55
6/7/2011,23.92
6/8/2011,29.6
6/9/2011,28.92
6/10/2011,23.95
6/11/2011,14.65
6/12/2011,18.55
6/13/2011,19.84
6/14/2011,19.28
6/15/2011,19.49
6/16/2011,17
6/17/2011,15.68
6/18/2011,16.89
6/19/2011,17.51
6/20/2011,17.51
6/21/2011,17.51
6/22/2011,17.51
6/23/2011,17.51
6/24/2011,17.51
6/25/2011,17.51
6/26/2011,16.45
6/27/2011,16.75
6/28/2011,16.95
6/29/2011,16.84
6/30/2011,16.1
7/1/2011,15.4
7/2/2011,15.4
7/3/2011,15.44
7/4/2011,13.86
7/5/2011,12.91
7/6/2011,14.78
7/7/2011,14.78
7/8/2011,14.31
7/9/2011,14.38
7/10/2011,14.9
7/11/2011,14.21
7/12/2011,14.01
7/13/2011,13.95
7/14/2011,13.99
7/15/2011,13.81
7/16/2011,13.72
7/17/2011,13.16
7/18/2011,13.48
7/19/2011,13.85
7/20/2011,13.69
7/21/2011,13.61
7/22/2011,13.7
7/23/2011,13.68
7/24/2011,13.98
7/25/2011,14.05
7/26/2011,13.88
7/27/2011,13.94
7/28/2011,13.49
7/29/2011,13.5
7/30/2011,13.53
7/31/2011,13.35
8/1/2011,13.09
8/2/2011,12.05
8/3/2011,9.26
8/4/2011,10.75
8/5/2011,9.8
8/6/2011,6.55
8/7/2011,7.9
8/8/2011,7.8
8/9/2011,9.99
8/10/2011,9.98
8/11/2011,9.46
8/12/2011,9.46
8/13/2011,10.13
8/14/2011,10.8
8/15/2011,11.15
8/16/2011,10.96
8/17/2011,10.95
8/18/2011,10.83
8/19/2011,11.65
8/20/2011,11.45
8/21/2011,11.31
8/22/2011,10.89
8/23/2011,10.94
8/24/2011,10.85
8/25/2011,9.66
8/26/2011,8.18
8/27/2011,8.59
8/28/2011,9.07
8/29/2011,8.97
8/30/2011,8.79
8/31/2011,8.2
9/1/2011,8.21
9/2/2011,8.64
9/3/2011,8.48
9/4/2011,8.18
9/5/2011,7.61
9/6/2011,6.86
9/7/2011,7.19
9/8/2011,6.53
9/9/2011,5.03
9/10/2011,4.77
9/11/2011,5.86
9/12/2011,6.08
9/13/2011,5.8
9/14/2011,5.62
9/15/2011,4.84
9/16/2011,4.82
9/17/2011,4.77
9/18/2011,5.2
9/19/2011,5.46
9/20/2011,6.11
9/21/2011,5.61
9/22/2011,5.43
9/23/2011,5.55
9/24/2011,5.47
9/25/2011,5.33
9/26/2011,4.87
9/27/2011,4.92
9/28/2011,4.77
9/29/2011,4.78
9/30/2011,5.14
10/1/2011,5.03
10/2/2011,5.03
10/3/2011,5.02
10/4/2011,4.96
10/5/2011,4.87
10/6/2011,4.73
10/7/2011,4.27
10/8/2011,4.01
10/9/2011,4.1
10/10/2011,4.1
10/11/2011,3.93
10/12/2011,4.15
10/13/2011,4.05
10/14/2011,3.99
10/15/2011,3.84
10/16/2011,3.56
10/17/2011,2.56
10/18/2011,2.42
10/19/2011,2.27
10/20/2011,2.35
10/21/2011,2.57
10/22/2011,3.16
10/23/2011,3.17
10/24/2011,2.54
10/25/2011,2.77
10/26/2011,2.77
10/27/2011,3.04
10/28/2011,3.19
10/29/2011,3.58
10/30/2011,3.27
10/31/2011,3.25
11/1/2011,3.15
11/2/2011,3.25
11/3/2011,3.15
11/4/2011,3.11
11/5/2011,2.97
11/6/2011,2.96
11/7/2011,3.01
11/8/2011,3.03
11/9/2011,2.95
11/10/2011,2.84
11/11/2011,3.08
11/12/2011,3.03
11/13/2011,3
11/14/2011,2.22
11/15/2011,2.33
11/16/2011,2.56
11/17/2011,2.25
11/18/2011,2.05
11/19/2011,2.2
11/20/2011,2.2
11/21/2011,2.29
11/22/2011,2.33
11/23/2011,2.33
11/24/2011,2.43
11/25/2011,2.51
11/26/2011,2.47
11/27/2011,2.48
11/28/2011,2.55
11/29/2011,2.75
11/30/2011,2.97
12/1/2011,3.06
12/2/2011,3.12
12/3/2011,2.79
12/4/2011,2.83
12/5/2011,2.88
12/6/2011,3.03
12/7/2011,2.99
12/8/2011,2.98
12/9/2011,2.97
12/10/2011,3.05
12/11/2011,3.25
12/12/2011,3.13
12/13/2011,3.25
12/14/2011,3.15
12/15/2011,3.2
12/16/2011,3.2
12/17/2011,3.2
12/18/2011,3.19
12/19/2011,3.52
12/20/2011,3.95
12/21/2011,3.89
12/22/2011,3.89
12/23/2011,3.95
12/24/2011,3.94
12/25/2011,4.22
12/26/2011,4.02
12/27/2011,4.07
12/28/2011,4.19
12/29/2011,4.17
12/30/2011,4.25
12/31/2011,4.72
1/1/2012,5.27
1/2/2012,5.22
1/3/2012,4.88
1/4/2012,5.57
1/5/2012,6.95
1/6/2012,6.7
1/7/2012,6.81
1/8/2012,7.11
1/9/2012,6.33
1/10/2012,6.36
1/11/2012,6.9
1/12/2012,6.8
1/13/2012,6.41
1/14/2012,6.75
1/15/2012,7
1/16/2012,6.68
1/17/2012,5.6
1/18/2012,5.92
1/19/2012,6.36
1/20/2012,6.49
1/21/2012,6.18
1/22/2012,6.31
1/23/2012,6.36
1/24/2012,6.29
1/25/2012,5.75
1/26/2012,5.34
1/27/2012,5.29
1/28/2012,5.63
1/29/2012,5.38
1/30/2012,5.49
1/31/2012,5.48
2/1/2012,6.08
2/2/2012,6.1
2/3/2012,5.96
2/4/2012,5.87
2/5/2012,5.69
2/6/2012,5.45
2/7/2012,5.69
2/8/2012,5.6
2/9/2012,5.83
2/10/2012,5.91
2/11/2012,5.6
2/12/2012,5.51
2/13/2012,5.26
2/14/2012,4.46
2/15/2012,4.33
2/16/2012,4.27
2/17/2012,4.41
2/18/2012,4.22
2/19/2012,4.39
2/20/2012,4.36
2/21/2012,4.27
2/22/2012,4.42
2/23/2012,5.01
2/24/2012,5.03
2/25/2012,4.77
2/26/2012,4.92
2/27/2012,4.96
2/28/2012,4.87
2/29/2012,4.86
3/1/2012,4.92
3/2/2012,4.7
3/3/2012,4.61
3/4/2012,4.82
3/5/2012,4.98
3/6/2012,4.99
3/7/2012,4.94
3/8/2012,4.93
3/9/2012,4.86
3/10/2012,4.83
3/11/2012,4.91
3/12/2012,4.89
3/13/2012,5.27
3/14/2012,5.38
3/15/2012,5.33
3/16/2012,5.34
3/17/2012,5.22
3/18/2012,5.28
3/19/2012,4.69
3/20/2012,4.84
3/21/2012,4.81
3/22/2012,4.7
3/23/2012,4.69
3/24/2012,4.68
3/25/2012,4.55
3/26/2012,4.62
3/27/2012,4.81
3/28/2012,4.79
3/29/2012,4.81
3/30/2012,4.86
3/31/2012,4.91
4/1/2012,4.83
4/2/2012,4.97
4/3/2012,4.95
4/4/2012,4.91
4/5/2012,4.92
4/6/2012,4.95
4/7/2012,4.69
4/8/2012,4.79
4/9/2012,4.87
4/10/2012,4.84
4/11/2012,4.93
4/12/2012,4.92
4/13/2012,4.94
4/14/2012,4.96
4/15/2012,4.97
4/16/2012,4.93
4/17/2012,4.98
4/18/2012,5.12
4/19/2012,5.14
4/20/2012,5.35
4/21/2012,5.26
4/22/2012,5.2
4/23/2012,4.96
4/24/2012,5.1
4/25/2012,5.13
4/26/2012,5.1
4/27/2012,5.11
4/28/2012,4.98
4/29/2012,4.9
4/30/2012,4.95
5/1/2012,5
5/2/2012,5.07
5/3/2012,5.13
5/4/2012,5.07
5/5/2012,5.08
5/6/2012,5.05
5/7/2012,5.06
5/8/2012,5.05
5/9/2012,5.04
5/10/2012,4.85
5/11/2012,4.96
5/12/2012,4.95
5/13/2012,4.93
5/14/2012,5.01
5/15/2012,5.03
5/16/2012,5.09
5/17/2012,5.1
5/18/2012,5.12
5/19/2012,5.1
5/20/2012,5.09
5/21/2012,5.1
5/22/2012,5.1
5/23/2012,5.14
5/24/2012,5.12
5/25/2012,5.15
5/26/2012,5.1
5/27/2012,5.14
5/28/2012,5.14
5/29/2012,5.15
5/30/2012,5.13
5/31/2012,5.18
6/1/2012,5.27
6/2/2012,5.25
6/3/2012,5.21
6/4/2012,5.27
6/5/2012,5.44
6/6/2012,5.46
6/7/2012,5.59
6/8/2012,5.63
6/9/2012,5.56
6/10/2012,5.47
6/11/2012,5.57
6/12/2012,5.7
6/13/2012,5.93
6/14/2012,5.95
6/15/2012,6.5
6/16/2012,6.4
6/17/2012,6.16
6/18/2012,6.31
6/19/2012,6.5
6/20/2012,6.67
6/21/2012,6.68
6/22/2012,6.55
6/23/2012,6.43
6/24/2012,6.35
6/25/2012,6.3
6/26/2012,6.42
6/27/2012,6.65
6/28/2012,6.61
6/29/2012,6.65
6/30/2012,6.69
7/1/2012,6.63
7/2/2012,6.76
7/3/2012,6.45
7/4/2012,6.51
7/5/2012,6.67
7/6/2012,6.65
7/7/2012,6.76
7/8/2012,6.8
7/9/2012,7.02
7/10/2012,7.2
7/11/2012,7.15
7/12/2012,7.76
7/13/2012,7.67
7/14/2012,7.54
7/15/2012,7.62
7/16/2012,8.5
7/17/2012,8.8
7/18/2012,9.11
7/19/2012,8.87
7/20/2012,8.52
7/21/2012,8.85
7/22/2012,8.41
7/23/2012,8.45
7/24/2012,8.6
7/25/2012,8.8
7/26/2012,8.9
7/27/2012,8.9
7/28/2012,8.89
7/29/2012,8.71
7/30/2012,9.1
7/31/2012,9.35
8/1/2012,9.55
8/2/2012,10.53
8/3/2012,10.97
8/4/2012,10.98
8/5/2012,10.87
8/6/2012,10.86
8/7/2012,11.1
8/8/2012,11.06
8/9/2012,11.06
8/10/2012,11.39
8/11/2012,11.51
8/12/2012,11.62
8/13/2012,12.04
8/14/2012,12.19
8/15/2012,13.25
8/16/2012,13.5
8/17/2012,11.58
8/18/2012,11.61
8/19/2012,8
8/20/2012,10.1
8/21/2012,9.91
8/22/2012,9.81
8/23/2012,10.1
8/24/2012,10.6
8/25/2012,10.52
8/26/2012,10.61
8/27/2012,10.95
8/28/2012,10.94
8/29/2012,10.92
8/30/2012,10.78
8/31/2012,10.16
9/1/2012,9.97
9/2/2012,10.2
9/3/2012,10.53
9/4/2012,10.38
9/5/2012,11
9/6/2012,11.18
9/7/2012,11
9/8/2012,11.04
9/9/2012,11.02
9/10/2012,11.17
9/11/2012,11.33
9/12/2012,11.36
9/13/2012,11.4
9/14/2012,11.67
9/15/2012,11.75
9/16/2012,11.87
9/17/2012,11.89
9/18/2012,12.25
9/19/2012,12.57
9/20/2012,12.28
9/21/2012,12.37
9/22/2012,12.24
9/23/2012,12.19
9/24/2012,12.1
9/25/2012,12.2
9/26/2012,12.27
9/27/2012,12.31
9/28/2012,12.39
9/29/2012,12.36
9/30/2012,12.4
10/1/2012,12.4
10/2/2012,12.84
10/3/2012,12.89
10/4/2012,12.85
10/5/2012,12.69
10/6/2012,12.5
10/7/2012,11.8
10/8/2012,11.78
10/9/2012,11.89
10/10/2012,12.12
10/11/2012,12.03
10/12/2012,12
10/13/2012,11.86
10/14/2012,11.74
10/15/2012,11.84
10/16/2012,11.85
10/17/2012,11.81
10/18/2012,11.94
10/19/2012,11.74
10/20/2012,11.74
10/21/2012,11.63
10/22/2012,11.71
10/23/2012,11.65
10/24/2012,11.65
10/25/2012,10.86
10/26/2012,10.17
10/27/2012,10.26
10/28/2012,10.7
10/29/2012,10.6
10/30/2012,10.89
10/31/2012,11.2
11/1/2012,10.57
11/2/2012,10.47
11/3/2012,10.64
11/4/2012,10.8
11/5/2012,10.75
11/6/2012,10.9
11/7/2012,10.92
11/8/2012,10.92
11/9/2012,10.81
11/10/2012,10.89
11/11/2012,10.87
11/12/2012,11.01
11/13/2012,10.95
11/14/2012,10.95
11/15/2012,11.2
11/16/2012,11.75
11/17/2012,11.79
11/18/2012,11.65
11/19/2012,11.8
11/20/2012,11.73
11/21/2012,11.77
11/22/2012,12.42
11/23/2012,12.34
11/24/2012,12.41
11/25/2012,12.48
11/26/2012,12.25
11/27/2012,12.2
11/28/2012,12.35
11/29/2012,12.45
11/30/2012,12.56
12/1/2012,12.56
12/2/2012,12.5
12/3/2012,12.68
12/4/2012,13.41
12/5/2012,13.38
12/6/2012,13.3
12/7/2012,13.5
12/8/2012,13.42
12/9/2012,13.39
12/10/2012,13.43
12/11/2012,13.56
12/12/2012,13.7
12/13/2012,13.7
12/14/2012,13.6
12/15/2012,13.49
12/16/2012,13.3
12/17/2012,13.25
12/18/2012,13.3
12/19/2012,13.6
12/20/2012,13.52
12/21/2012,13.5
12/22/2012,13.37
12/23/2012,13.31
12/24/2012,13.38
12/25/2012,13.35
12/26/2012,13.47
12/27/2012,13.42
12/28/2012,13.42
12/29/2012,13.4
12/30/2012,13.45
12/31/2012,13.51
1/1/2013,13.3
1/2/2013,13.28
1/3/2013,13.4
1/4/2013,13.5
1/5/2013,13.44
1/6/2013,13.45
1/7/2013,13.59
1/8/2013,13.74
1/9/2013,13.77
1/10/2013,14.14
1/11/2013,14.14
1/12/2013,14.24
1/13/2013,14.12
1/14/2013,14.3
1/15/2013,14.25
1/16/2013,14.73
1/17/2013,15.5
1/18/2013,15.7
1/19/2013,15.61
1/20/2013,15.7
1/21/2013,16.8
1/22/2013,17.26
1/23/2013,17.5
1/24/2013,16.9
1/25/2013,17.4
1/26/2013,17.88
1/27/2013,17.82
1/28/2013,18.72
1/29/2013,19.53
1/30/2013,19.7
1/31/2013,20.41
2/1/2013,20.5
2/2/2013,19.63
2/3/2013,20.59
2/4/2013,20.43
2/5/2013,20.6
2/6/2013,21.18
2/7/2013,22.15
2/8/2013,22.66
2/9/2013,23.65
2/10/2013,23.97
2/11/2013,24.65
2/12/2013,25.17
2/13/2013,24.2
2/14/2013,27.22
2/15/2013,27.1
2/16/2013,27.22
2/17/2013,26.81
2/18/2013,26.95
2/19/2013,29.42
2/20/2013,29.64
2/21/2013,29.75
2/22/2013,30.25
2/23/2013,29.8
2/24/2013,29.89
2/25/2013,30.4
2/26/2013,31.1
2/27/2013,30.9
2/28/2013,33.38
3/1/2013,34.5
3/2/2013,34.25
3/3/2013,34.5
3/4/2013,36.15
3/5/2013,40.33
3/6/2013,41.02
3/7/2013,42
3/8/2013,44.18
3/9/2013,46.85
3/10/2013,46
3/11/2013,48.4
3/12/2013,44.29
3/13/2013,46.92
3/14/2013,47.17
3/15/2013,46.95
3/16/2013,47
3/17/2013,47.4
3/18/2013,51.6
3/19/2013,59.14
3/20/2013,64.49
3/21/2013,70.85
3/22/2013,69.86
3/23/2013,64.35
3/24/2013,71.5
3/25/2013,73.6
3/26/2013,78.5
3/27/2013,88.92
3/28/2013,86.18
3/29/2013,90.5
3/30/2013,92.19
3/31/2013,93.03
4/1/2013,104
4/2/2013,117.98
4/3/2013,135
4/4/2013,132.12
4/5/2013,142.32
4/6/2013,142.63
4/7/2013,162.3
4/8/2013,187.5
4/9/2013,230
4/10/2013,165
4/11/2013,124.9
4/12/2013,117
4/13/2013,93
4/14/2013,90
4/15/2013,82.39
4/16/2013,68.36
4/17/2013,93.07
4/18/2013,109.01
4/19/2013,118.48
4/20/2013,126.62
4/21/2013,119.2
4/22/2013,127.4
4/23/2013,143.47
4/24/2013,154.2
4/25/2013,141.71
4/26/2013,136.9
4/27/2013,128
4/28/2013,134.44
4/29/2013,144
4/30/2013,139.23
5/1/2013,116.38
5/2/2013,106.25
5/3/2013,98.1
5/4/2013,112.9
5/5/2013,115.98
5/6/2013,112.25
5/7/2013,109.6
5/8/2013,113.2
5/9/2013,112.8
5/10/2013,117.7
5/11/2013,115.64
5/12/2013,114.82
5/13/2013,117.98
5/14/2013,111.4
5/15/2013,114.22
5/16/2013,118.21
5/17/2013,123.5
5/18/2013,123.21
5/19/2013,122.5
5/20/2013,122.02
5/21/2013,122.89
5/22/2013,123.8
5/23/2013,126.3
5/24/2013,133.1
5/25/2013,131.99
5/26/2013,133.5
5/27/2013,129.77
5/28/2013,129
5/29/2013,132.25
5/30/2013,128.8
5/31/2013,128.82
6/1/2013,129.3
6/2/2013,122.5
6/3/2013,120.74
6/4/2013,121.4
6/5/2013,121.9
6/6/2013,118.97
6/7/2013,111
6/8/2013,107.89
6/9/2013,100.44
6/10/2013,106.35
6/11/2013,109
6/12/2013,108.78
6/13/2013,103.95
6/14/2013,100
6/15/2013,99.8
6/16/2013,99.9
6/17/2013,101.95
6/18/2013,107.35
6/19/2013,108.25
6/20/2013,111.29
6/21/2013,109.5
6/22/2013,108.2
6/23/2013,107.9
6/24/2013,102.09
6/25/2013,103.33
6/26/2013,104
6/27/2013,101.74
6/28/2013,94.66
6/29/2013,95
6/30/2013,97.51
7/1/2013,84.61
7/2/2013,87.66
7/3/2013,76.89
7/4/2013,77.68
7/5/2013,66.34
7/6/2013,66.85
7/7/2013,72.51
7/8/2013,74.56
7/9/2013,74.22
7/10/2013,84.51
7/11/2013,91.22
7/12/2013,88.46
7/13/2013,91.39
7/14/2013,90.37
7/15/2013,93.14
7/16/2013,92.74
7/17/2013,90.54
7/18/2013,85.43
7/19/2013,85.78
7/20/2013,85.67
7/21/2013,85.47
7/22/2013,86.09
7/23/2013,86.94
7/24/2013,87.46
7/25/2013,89.41
7/26/2013,90.63
7/27/2013,89.1
7/28/2013,92.1
7/29/2013,93.3
7/30/2013,96.31
7/31/2013,97.91
8/1/2013,96.42
8/2/2013,97.24
8/3/2013,96.66
8/4/2013,96.6
8/5/2013,96.92
8/6/2013,97.13
8/7/2013,96.92
8/8/2013,94.77
8/9/2013,93.36
8/10/2013,93.29
8/11/2013,94.16
8/12/2013,95.08
8/13/2013,97.9
8/14/2013,97.96
8/15/2013,97.54
8/16/2013,98.33
8/17/2013,99.56
8/18/2013,98.84
8/19/2013,102.3
8/20/2013,105.01
8/21/2013,111.44
8/22/2013,109.73
8/23/2013,107.55
8/24/2013,108.69
8/25/2013,111.79
8/26/2013,112.23
8/27/2013,117.45
8/28/2013,117.59
8/29/2013,117.52
8/30/2013,123.23
8/31/2013,129.46
9/1/2013,128.26
9/2/2013,127.36
9/3/2013,127.59
9/4/2013,120.57
9/5/2013,120.53
9/6/2013,116.32
9/7/2013,119.05
9/8/2013,116.59
9/9/2013,120.02
9/10/2013,121.46
9/11/2013,125.45
9/12/2013,125.76
9/13/2013,126.51
9/14/2013,124.08
9/15/2013,124.58
9/16/2013,125.06
9/17/2013,125.97
9/18/2013,126.3
9/19/2013,124.19
9/20/2013,122.9
9/21/2013,122.64
9/22/2013,122.65
9/23/2013,122.22
9/24/2013,122.54
9/25/2013,123.42
9/26/2013,123.48
9/27/2013,123.5
9/28/2013,124.75
9/29/2013,125.18
9/30/2013,123.1
10/1/2013,125.49
10/2/2013,99.81
10/3/2013,116.82
10/4/2013,121.29
10/5/2013,121.14
10/6/2013,121.68
10/7/2013,123.24
10/8/2013,124.32
10/9/2013,125.84
10/10/2013,125.7
10/11/2013,125.51
10/12/2013,126.52
10/13/2013,130.42
10/14/2013,133.04
10/15/2013,138.64
10/16/2013,137.42
10/17/2013,142.73
10/18/2013,149.59
10/19/2013,159.81
10/20/2013,163.06
10/21/2013,174.18
10/22/2013,183.86
10/23/2013,200.62
10/24/2013,183.15
10/25/2013,178.12
10/26/2013,175.9
10/27/2013,185.69
10/28/2013,187.87
10/29/2013,198.19
10/30/2013,194.55
10/31/2013,198.23
11/1/2013,198.51
11/2/2013,200.85
11/3/2013,207.63
11/4/2013,225.2
11/5/2013,239.29
11/6/2013,253.69
11/7/2013,283.3
11/8/2013,323.77
11/9/2013,336.14
11/10/2013,311.9
11/11/2013,332.63
11/12/2013,349.34
11/13/2013,393.28
11/14/2013,410.72
11/15/2013,409.17
11/16/2013,428.82
11/17/2013,476.29
11/18/2013,674.38
11/19/2013,541.83
11/20/2013,572.67
11/21/2013,695.87
11/22/2013,747.48
11/23/2013,776.7
11/24/2013,751.38
11/25/2013,778.68
11/26/2013,899.2
11/27/2013,948.41
11/28/2013,1037.75
11/29/2013,1120.4
11/30/2013,1124.76
12/1/2013,946.92
12/2/2013,1038.35
12/3/2013,1068.67
12/4/2013,1147.25
12/5/2013,1042.03
12/6/2013,834.03
12/7/2013,694.47
12/8/2013,795.4
12/9/2013,898.02
12/10/2013,990
12/11/2013,883.26
12/12/2013,875.75
12/13/2013,898.21
12/14/2013,867.49
12/15/2013,879.47
12/16/2013,712.51
12/17/2013,683.84
12/18/2013,522.23
12/19/2013,698.45
12/20/2013,622.84
12/21/2013,608.96
12/22/2013,617.82
12/23/2013,673.17
12/24/2013,667.62
12/25/2013,687.36
12/26/2013,765.21
12/27/2013,746.72
12/28/2013,730.47
12/29/2013,745.07
12/30/2013,754.76
12/31/2013,757.5
1/1/2014,770.44
1/2/2014,808.05
1/3/2014,830.02
1/4/2014,858.98
1/5/2014,940.1
1/6/2014,951.39
1/7/2014,810.58
1/8/2014,859.95
1/9/2014,860.89
1/10/2014,884.67
1/11/2014,930.9
1/12/2014,873.26
